PYTHON EXE: D:\Uni shit\Thesis\Code_New\.venv\Scripts\python.exe
torch: 2.9.1+cu126
torch cuda build: 12.6
cuda available: True
=== Training hierarchical RL tutor ===
- Number of topics: 8
- Tutee enabled:   True
         1211811 function calls (1195335 primitive calls) in 2.906 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 flat_apply.py:67(FlatApply)
        1    0.000    0.000    0.000    0.000 logging_tensor.py:80(LoggingTensorReentrant)
        1    0.000    0.000    0.000    0.000 scan.py:217(ScanOp)
        1    0.000    0.000    0.000    0.000 wrap.py:151(__init__)
        1    0.000    0.000    0.000    0.000 learner_model.py:114(TopicDynamics)
        1    0.000    0.000    0.000    0.000 queues.py:294(JoinableQueue)
        6    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        4    0.000    0.000    0.000    0.000 functools.py:723(<listcomp>)
        1    0.000    0.000    0.000    0.000 enum.py:58(_make_class_unpicklable)
        7    0.000    0.000    0.000    0.000 enum.py:1049(<lambda>)
        2    0.000    0.000    0.000    0.000 typing.py:2448(<lambda>)
        1    0.000    0.000    0.000    0.000 main.py:256(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1918(IntStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1929(ShortStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1940(CharStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:2017(QInt32Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:154(py_object)
        5    0.000    0.000    0.000    0.000 platform.py:761(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 subprocess.py:1348(<setcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:534(Event)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:999(NoDefaultType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1019(NoExtraItemsType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1062(_get_typeddict_qualifiers)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:1101(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2076(_ConcatenateGenericAlias)
        2    0.000    0.000    0.000    0.000 sysconfig.py:227(_get_preferred_schemes)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2236(_clip_dispatcher)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1369(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 _internal.py:252(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:41(BagObj)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:394(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:399(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 serialization.py:98(_SerializationLocal)
        1    0.000    0.000    0.000    0.000 serialization.py:746(_open_buffer_reader)
        1    0.000    0.000    0.000    0.000 tarfile.py:304(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1577(LongStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1654(ComplexFloatStorage)
        1    0.000    0.000    0.000    0.000 memory.py:1104(CUDAPluggableAllocator)
        1    0.000    0.000    0.000    0.000 _base.py:113(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:143(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 events.py:589(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 mixins.py:12(_LoopBoundMixin)
        1    0.000    0.000    0.000    0.000 tasks.py:655(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 windows_events.py:194(_WaitHandleFuture)
        1    0.000    0.000    0.000    0.000 windows_utils.py:125(Popen)
        1    0.000    0.000    0.000    0.000 parameter.py:198(UninitializedParameter)
        1    0.000    0.000    0.000    0.000 dataloader.py:764(_SingleProcessDataLoaderIter)
        1    0.000    0.000    0.000    0.000 dataframes.py:40(CaptureControl)
        1    0.000    0.000    0.000    0.000 datapipe.py:372(_DataPipeSerializationWrapper)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
        1    0.000    0.000    0.000    0.000 model.py:44(Location)
        1    0.000    0.000    0.000    0.000 model.py:2167(SelfArgument)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:199(SourceLoader)
        1    0.000    0.000    0.000    0.000 _package_pickler.py:31(PackagePickler)
        1    0.000    0.000    0.000    0.000 importer.py:169(_SysImporter)
        1    0.000    0.000    0.000    0.000 package_importer.py:736(_PackageResourceReader)
        1    0.000    0.000    0.000    0.000 __init__.py:490(PackagePath)
        1    0.000    0.000    0.003    0.003 __init__.py:989(version)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 zipfile.py:594(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:1946(PyZipFile)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:512(AddressList)
        1    0.000    0.000    0.000    0.000 abc.py:150(ResourceLoader)
        1    0.000    0.000    0.000    0.000 function.py:295(BackwardCFunction)
        1    0.000    0.000    0.000    0.000 autograd_function.py:32(CustomFunctionHigherOrderOperator)
        1    0.000    0.000    0.000    0.000 autograd_function.py:256(VmapInfo)
        1    0.000    0.000    0.000    0.000 _ops.py:604(_ModeStackStateForPreDispatch)
        1    0.000    0.000    0.000    0.000 profiler.py:850(emit_itt)
        1    0.000    0.000    0.000    0.000 profiler_util.py:672(FunctionEventAvg)
        1    0.000    0.000    0.000    0.000 loss.py:929(MultiLabelMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:995(SmoothL1Loss)
        1    0.000    0.000    0.000    0.000 padding.py:377(ReflectionPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:419(ReflectionPad2d)
        1    0.000    0.000    0.000    0.000 padding.py:472(ReflectionPad3d)
        1    0.000    0.000    0.000    0.000 pooling.py:1421(_AdaptiveAvgPoolNd)
        1    0.000    0.000    0.000    0.000 __init__.py:14(verbose)
        1    0.000    0.000    0.000    0.000 utils.py:25(RegistrationHandle)
        1    0.000    0.000    0.000    0.000 request.py:1374(HTTPHandler)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 std.py:231(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:102(FormatReplace)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:22(__init__)
        1    0.000    0.000    0.000    0.000 ansi.py:36(AnsiCursor)
        1    0.000    0.000    0.000    0.000 winterm.py:12(WinColor)
        1    0.000    0.000    0.000    0.000 reductions.py:61(SharedCache)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:69(ProxyableClassMeta)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:1054(_PatchedFnSetItem)
        1    0.000    0.000    0.000    0.000 _guards.py:238(ShapeGuard)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        3    0.000    0.000    0.000    0.000 mock.py:283(__init__)
        1    0.000    0.000    0.000    0.000 mock.py:2512(__init__)
        1    0.000    0.000    0.000    0.000 weak.py:119(_WeakHashRef)
        1    0.000    0.000    0.000    0.000 observer.py:1710(PerAxis)
        1    0.000    0.000    0.000    0.000 observer.py:1729(PerGroup)
        1    0.000    0.000    0.000    0.000 ns_types.py:13(NSSubgraph)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:134(FakeTensorTLS)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:743(_ProxyTensor)
        1    0.000    0.000    0.000    0.000 graph_signature.py:31(TensorArgument)
        1    0.000    0.000    0.000    0.000 wrappers.py:28(ExportTracepoint)
        1    0.000    0.000    0.000    0.000 impl.py:473(FuncAndLocation)
        1    0.000    0.000    0.000    0.000 _invoke_quant.py:26(__init__)
        1    0.000    0.000    0.000    0.000 auto_functionalize.py:582(FunctionalCallableWithEpilogue)
        1    0.000    0.000    0.000    0.000 executorch_call_delegate.py:28(ExecutorchCallDelegate)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1068(_recomputation_hook)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1295(_CachingTorchDispatchMode)
        1    0.000    0.000    0.000    0.000 foreach_map.py:8(ForeachMap)
        1    0.000    0.000    0.000    0.000 hints_wrap.py:16(HintsWrapper)
        1    0.000    0.000    0.000    0.000 map.py:34(MapImpl)
        1    0.000    0.000    0.000    0.000 wrap.py:22(Wrap)
        1    0.000    0.000    0.000    0.000 wrap.py:44(__init__)
        1    0.000    0.000    0.000    0.000 wrap.py:133(WrapActivationCheckpoint)
        1    0.000    0.000    0.000    0.000 wrap.py:192(__init__)
        1    0.000    0.000    0.000    0.000 conv.py:243(_ConvTransposeNd)
        1    0.000    0.000    0.000    0.000 learner_model.py:18(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pool.py:150(_PoolCache)
        1    0.000    0.000    0.000    0.000 pool.py:837(IMapIterator)
        1    0.000    0.000    0.000    0.000 synchronize.py:321(Event)
        1    0.000    0.000    0.000    0.000 typing.py:735(__or__)
        1    0.000    0.000    0.000    0.000 __init__.py:1973(ComplexDoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1995(QUInt8Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:2028(QUInt4x2Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:2039(QUInt2x4Storage)
        1    0.000    0.000    0.000    0.000 subprocess.py:170(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:201(Detach)
        1    0.000    0.000    0.000    0.000 threading.py:1405(_DummyThread)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1024(__new__)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:3334(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1231(__init__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:178(is_python_build)
        2    0.000    0.000    0.000    0.000 sysconfig.py:257(get_default_scheme)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:321(__init__)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:593(ndenumerate)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:6(NBitBase)
        1    0.000    0.000    0.000    0.000 _array_like.py:48(_SupportsArray)
        1    0.000    0.000    0.000    0.000 serialization.py:774(_open_zipfile_writer_file)
        1    0.000    0.000    0.000    0.000 tarfile.py:570(_StreamProxy)
        1    0.000    0.000    0.000    0.000 _sources.py:87(SourceContext)
        3    0.000    0.000    0.000    0.000 __init__.py:333(is_initialized)
        1    0.000    0.000    0.000    0.000 __init__.py:1566(HalfStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1621(BoolStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1632(BFloat16Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:1643(ComplexDoubleStorage)
        1    0.000    0.000    0.000    0.000 context.py:233(__init__)
        4    0.000    0.000    0.000    0.000 process.py:99(_check_closed)
        1    0.000    0.000    0.000    0.000 rng_prims.py:153(RunAndSaveRngState)
        1    0.000    0.000    0.000    0.000 rng_prims.py:217(RunWithRngState)
        1    0.000    0.000    0.000    0.000 dataframes.py:219(CaptureCall)
        1    0.000    0.000    0.001    0.001 _import_utils.py:21(dill_available)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 decoder.py:144(ImageHandler)
        1    0.000    0.000    0.000    0.000 pathlib.py:507(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:880(is_absolute)
        1    0.000    0.000    0.000    0.000 _package_pickler.py:20(_PyTorchLegacyPickler)
        1    0.000    0.000    0.000    0.000 activation.py:405(Tanh)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 zipfile.py:758(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:2233(FastLookup)
        1    0.000    0.000    0.000    0.000 calendar.py:156(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:583(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 abc.py:265(SourceLoader)
        1    0.000    0.000    0.000    0.000 _ops.py:605(__init__)
        1    0.000    0.000    0.000    0.000 _ops.py:1407(__init__)
        1    0.000    0.000    0.000    0.000 padding.py:538(ReplicationPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:580(ReplicationPad2d)
        1    0.000    0.000    0.000    0.000 pooling.py:157(MaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:1125(LPPool1d)
        1    0.000    0.000    0.000    0.000 __init__.py:63(_FP32Precision)
        1    0.000    0.000    0.000    0.000 __init__.py:49(cuFFTPlanCacheAttrContextProp)
        1    0.000    0.000    0.000    0.000 __init__.py:107(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:18(is_built)
        1    0.000    0.000    0.000    0.000 distributed.py:230(_BufferCommHook)
        1    0.000    0.000    0.000    0.000 constraints.py:415(_GreaterThan)
        1    0.000    0.000    0.000    0.000 __init__.py:37(context)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 request.py:605(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:1226(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1398(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 utils.py:139(__getattr__)
        1    0.000    0.000    0.000    0.000 reductions.py:74(_after_fork)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 graph_module.py:44(__init__)
        1    0.000    0.000    0.000    0.000 node.py:109(has_side_effect)
        1    0.000    0.000    0.000    0.000 traceback.py:49(NodeInfo)
        1    0.000    0.000    0.000    0.000 _internal.py:962(<setcomp>)
        1    0.000    0.000    0.000    0.000 _guards.py:221(SLoc)
        1    0.000    0.000    0.000    0.000 _guards.py:468(StorageOverlap)
        1    0.000    0.000    0.000    0.000 _guards.py:547(ModuleContext)
        1    0.000    0.000    0.000    0.000 argparse.py:1625(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 mock.py:2427(_ANY)
        1    0.000    0.000    0.000    0.000 optimizer.py:51(_RequiredParameter)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:1158(_DispatchCacheBypassEntry)
        1    0.000    0.000    0.000    0.000 meta_utils.py:588(_MetaTensorCallbackOptDevice)
        1    0.000    0.000    0.000    0.000 graph_signature.py:41(SymIntArgument)
        1    0.000    0.000    0.000    0.000 graph_signature.py:46(SymFloatArgument)
        1    0.000    0.000    0.000    0.000 graph_signature.py:51(SymBoolArgument)
        1    0.000    0.000    0.000    0.000 descriptors.py:517(PhiloxForwardSeedAOTInput)
        1    0.000    0.000    0.000    0.000 flat_apply.py:50(_ConstantFunction)
        1    0.000    0.000    0.000    0.000 strict_mode.py:49(StrictMode)
        1    0.000    0.000    0.000    0.000 wrap.py:101(__init__)
        1    0.000    0.000    0.000    0.000 dynamic_shapes.py:345(_ConstraintTarget)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'nt.ScandirIterator' objects}
        2    0.000    0.000    0.000    0.000 sre_parse.py:163(__delitem__)
        1    0.000    0.000    0.000    0.000 typing.py:741(__repr__)
        1    0.000    0.000    0.000    0.000 __init__.py:1951(BoolStorage)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        3    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:202(_AnyMeta)
        1    0.000    0.000    0.000    0.000 __init__.py:1249(PlaceHolder)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:109(AxisError)
        1    0.000    0.000    0.000    0.000 _utils_impl.py:118(_Deprecate)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:20(_MultiDeviceReplicator)
        1    0.000    0.000    0.000    0.000 serialization.py:752(_open_buffer_writer)
        1    0.000    0.000    0.000    0.000 __init__.py:496(CudaError)
        1    0.000    0.000    0.000    0.000 streams.py:120(ExternalStream)
        1    0.000    0.000    0.000    0.000 _memory_viz.py:204(Bytes)
        1    0.000    0.000    0.000    0.000 _base.py:98(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 locks.py:12(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 proactor_events.py:437(_ProactorWritePipeTransport)
        1    0.000    0.000    0.000    0.000 jiterator.py:12(_CodeParser)
        1    0.000    0.000    0.000    0.000 parameter.py:19(_ParameterMeta)
        1    0.000    0.000    0.000    0.000 parameter.py:271(UninitializedBuffer)
        1    0.000    0.000    0.000    0.000 __init__.py:68(_DistributedPdb)
        1    0.000    0.000    0.000    0.000 codeop.py:109(Compile)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:593(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:215(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 dataframes.py:200(CaptureLikeMock)
        1    0.000    0.000    0.000    0.000 _typing.py:377(_IterDataPipeMeta)
        1    0.000    0.000    0.000    0.000 fetch.py:8(_BaseDatasetFetcher)
        1    0.000    0.000    0.000    0.000 fetch.py:19(_IterableDatasetFetcher)
        1    0.000    0.000    0.000    0.000 worker.py:30(ManagerWatchdog)
        1    0.000    0.000    0.000    0.000 worker.py:133(_IterableDatasetStopIteration)
        1    0.000    0.000    0.000    0.000 decoder.py:283(MatHandler)
        1    0.000    0.000    0.000    0.000 package_exporter.py:118(PackagingError)
        1    0.000    0.000    0.000    0.000 pickletools.py:174(ArgumentDescriptor)
        1    0.000    0.000    0.000    0.000 package_importer.py:707(_ModuleNode)
        1    0.000    0.000    0.000    0.000 activation.py:1647(Softsign)
        1    0.000    0.000    0.000    0.000 _pytree.py:469(ConstantNode)
        1    0.000    0.000    0.000    0.000 _pytree.py:1906(_DummyLeaf)
        1    0.000    0.000    0.000    0.000 zipfile.py:718(_SharedFile)
        1    0.000    0.000    0.000    0.000 calendar.py:26(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 grad_mode.py:88(enable_grad)
        1    0.000    0.000    0.000    0.000 graph.py:631(_swap_with_cloned)
        1    0.000    0.000    0.000    0.000 function.py:653(InplaceFunction)
        1    0.000    0.000    0.000    0.000 profiler.py:1051(EnforceUnique)
        1    0.000    0.000    0.000    0.000 profiler_util.py:448(Interval)
        1    0.000    0.000    0.000    0.000 dropout.py:35(Dropout)
        1    0.000    0.000    0.000    0.000 instancenorm.py:127(InstanceNorm1d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:320(LazyInstanceNorm2d)
        1    0.000    0.000    0.000    0.000 loss.py:1142(SoftMarginLoss)
        1    0.000    0.000    0.000    0.000 pooling.py:237(MaxPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:584(_AvgPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:1168(LPPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:1224(LPPool3d)
        1    0.000    0.000    0.000    0.000 __init__.py:32(_QEngineProp)
        1    0.000    0.000    0.000    0.000 constraints.py:366(_IntegerLessThan)
        1    0.000    0.000    0.000    0.000 constraints.py:386(_IntegerGreaterThan)
        1    0.000    0.000    0.000    0.000 constraints.py:420(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1050(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 client.py:1482(IncompleteRead)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 std.py:1147(__del__)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 spawn.py:51(ProcessRaisedException)
        1    0.000    0.000    0.000    0.000 connection.py:579(SocketListener)
        1    0.000    0.000    0.000    0.000 graph_module.py:152(_CodeOnlyModule)
        1    0.000    0.000    0.000    0.000 proxy.py:444(GraphAppendingTracer)
        1    0.000    0.000    0.000    0.000 _guards.py:671(GuardsContext)
        1    0.000    0.000    0.000    0.000 _guards.py:765(HopDispatchSetCache)
        1    0.000    0.000    0.000    0.000 argparse.py:1240(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1295(Namespace)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 mock.py:293(_Sentinel)
        1    0.000    0.000    0.000    0.000 mock.py:388(_MockIter)
        1    0.000    0.000    0.000    0.000 _environment.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fused.py:277(ConvAddReLU2d)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:94(IncrementRecursionCount)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:119(UnsupportedOperatorException)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:124(UnsupportedMutationAliasingException)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:129(MetadataMismatchError)
        1    0.000    0.000    0.000    0.000 _fake_tensor_utils.py:106(_InputBackref)
        1    0.000    0.000    0.000    0.000 common.py:13(HolderModule)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:165(_NoDefault)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:1395(TorchFunctionMetadataMode)
        1    0.000    0.000    0.000    0.000 descriptors.py:533(PhiloxBackwardSeedAOTInput)
        1    0.000    0.000    0.000    0.000 descriptors.py:541(PhiloxBackwardBaseOffsetAOTInput)
        1    0.000    0.000    0.000    0.000 descriptors.py:665(PhiloxUpdatedBackwardOffsetAOTOutput)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1190(_VersionWrapper)
        1    0.000    0.000    0.000    0.000 wrap.py:43(WrapWithSetGradEnabled)
        1    0.000    0.000    0.000    0.000 wrap.py:100(DynamoBypassingWrapper)
        1    0.000    0.000    0.000    0.000 _atfork.py:23(register_after_fork)
        1    0.000    0.000    0.000    0.000 pool.py:57(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:63(ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:351(_check_running)
        1    0.000    0.000    0.000    0.000 synchronize.py:123(Semaphore)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 inspect.py:606(getmro)
        1    0.000    0.000    0.000    0.000 main.py:224(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1962(BFloat16Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:397(PyDLL)
        2    0.000    0.000    0.000    0.000 glob.py:199(_join)
        2    0.000    0.000    0.000    0.000 subprocess.py:1481(_internal_poll)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:167(_Sentinel)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1666(_TypeVarLikeMeta)
        1    0.000    0.000    0.000    0.000 _utils.py:728(KeyErrorMessage)
        1    0.000    0.000    0.000    0.000 _utils.py:737(ExceptionWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:744(Filter)
        1    0.000    0.000    0.000    0.000 traceback.py:87(_Sentinel)
        1    0.000    0.000    0.000    0.000 multiarray.py:1098(copyto)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 dtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:14(DummyArray)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:146(__init__)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:276(OGridClass)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:586(__init__)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:744(IndexExpression)
        1    0.000    0.000    0.000    0.000 _array_like.py:53(_SupportsArrayFunc)
        1    0.000    0.000    0.000    0.000 storage.py:1512(_LegacyStorageMeta)
        1    0.000    0.000    0.000    0.000 tarfile.py:267(TarError)
        1    0.000    0.000    0.000    0.000 __init__.py:540(device_of)
        1    0.000    0.000    0.000    0.000 __init__.py:1610(CharStorage)
        1    0.000    0.000    0.000    0.000 _memory_viz.py:211(__repr__)
        1    0.000    0.000    0.000    0.000 protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:177(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:172(DatagramTransport)
        1    0.000    0.000    0.000    0.000 queues.py:235(LifoQueue)
        1    0.000    0.000    0.000    0.000 reduction.py:104(DupHandle)
        1    0.000    0.000    0.000    0.000 parameter.py:242(Buffer)
        1    0.000    0.000    0.000    0.000 dataloader.py:92(_InfiniteConstantSampler)
        1    0.000    0.000    0.000    0.000 pdb.py:87(Restart)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:2539(_IllegalWork)
        1    0.000    0.000    0.000    0.000 parse.py:131(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:320(DefragResult)
        1    0.000    0.000    0.000    0.000 dataframes.py:191(CaptureA)
        1    0.000    0.000    0.000    0.000 dataframes.py:374(CaptureInitial)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 _python_dispatch.py:358(BaseTorchDispatchMode)
        1    0.000    0.000    0.000    0.000 pickletools.py:948(StackObject)
        1    0.000    0.000    0.000    0.000 _directory_reader.py:14(_HasStorage)
        1    0.000    0.000    0.000    0.000 activation.py:335(Sigmoid)
        1    0.000    0.000    0.000    0.000 batchnorm.py:270(BatchNorm1d)
        1    0.000    0.000    0.000    0.000 batchnorm.py:346(LazyBatchNorm1d)
        1    0.000    0.000    0.000    0.000 __init__.py:506(FileHash)
        1    0.000    0.000    0.000    0.000 __init__.py:873(legacy_normalize)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 abc.py:64(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 variable.py:9(VariableMeta)
        1    0.000    0.000    0.000    0.000 function.py:328(FunctionMeta)
        1    0.000    0.000    0.000    0.000 autograd_function.py:740(AutogradFunctionApply)
        1    0.000    0.000    0.000    0.000 _comparison.py:422(ObjectPair)
        1    0.000    0.000    0.000    0.000 profiler.py:921(emit_nvtx)
        1    0.000    0.000    0.000    0.000 dropout.py:76(Dropout1d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:436(LazyInstanceNorm3d)
